comment_num,content,crawled_at,created_at,id,image_url,like_num,location,origin_weibo,repost_num,tool,user_id,video_url,weibo_url
,,2020-02-09 01:05,,5688392930,,,,,,,,,
,,2020-02-09 01:05,,5078352186,,,,,,,,,
,,2020-02-09 01:05,,2017118045,,,,,,,,,
,,2020-02-09 01:05,,6032446961,,,,,,,,,
,,2020-02-09 01:05,,5219322925,,,,,,,,,
,,2020-02-09 01:05,,1948213020,,,,,,,,,
,,2020-02-09 01:05,,5387001727,,,,,,,,,
,,2020-02-09 01:05,,1979350314,,,,,,,,,
,,2020-02-09 01:05,,3912367954,,,,,,,,,
,,2020-02-09 01:05,,6422970086,,,,,,,,,
,,2020-02-09 01:05,,3157259610,,,,,,,,,
,,2020-02-09 01:05,,1764995415,,,,,,,,,
,,2020-02-09 01:05,,2034359945,,,,,,,,,
,,2020-02-09 01:05,,3889555393,,,,,,,,,
,,2020-02-09 01:05,,1304035602,,,,,,,,,
,,2020-02-09 01:05,,2212952141,,,,,,,,,
0,相赫哥的小迷弟耶转发了姆们说的微博:世界卫生组织WHO官方回复：【目前没有证据表明狗猫能传染冠状病毒】希望大家不要恐慌，不要因为谣言而让小动物们遭到遗弃！管理好自家的宠物，不要散养，文明养护！#宠物接触到疫情也需隔离#媛小媛嘛的微博视频,2020-02-09 01:05,01月30日 23:59,6163573140_IrW8M20qa,,0,,https://weibo.cn/comment/IrVtn5Co7?rl=1#cmtfrm,1,荣耀V10 我AI的快,6163573140,,https://weibo.com/6163573140/IrW8M20qa
0,青莲邀月转发了微博：该账号因被投诉违反法律法规和《微博社区公约》的相关规定，现已无法查看。查看帮助https://kefu.weibo.com/faqdetail?id=13216,2020-02-09 01:05,01月30日 23:59,1583452697_IrW8LtcD9,,0,,https://weibo.cn/comment/IrTIUAGeu?rl=1#cmtfrm,0,联想Z5 · 新国民旗舰,1583452697,,https://weibo.com/1583452697/IrW8LtcD9
10,人力资源研究:【上班后，工作区域如何做好疫情防控？】随着上班时间的逐渐临近，如何防控新型冠状病毒肺炎，上班路上怎么防控？工作区域如何防控？一图告诉您——,2020-02-09 01:05,01月30日 23:59,1914101557_IrW8Lterp,http://wx4.sinaimg.cn/wap180/7216df35ly1gbf14umy10j20dc2r3jyj.jpg,55,,,57,华为畅享10,1914101557,,https://weibo.com/1914101557/IrW8Lterp
0,kzImUrAnchor:冠状病毒就像一面照妖镜，让这人世间的丑态淋漓尽致地现形.,2020-02-09 01:05,01月30日 23:59,1801499062_IrW8LtKEr,,0,,,0,iPhone客户端,1801499062,,https://weibo.com/1801499062/IrW8LtKEr
0,微泉城:【#WHO将再讨论疫情是否构成国际突发卫生事件#：明日召开紧急会议】1月29日，世界卫生组织就中国新型冠状病毒肺炎疫情召开记者会，世界卫生组织紧急项目执行主任MichaelRyan宣布，将于30日召开会议，决定新型冠状病毒肺炎是否构成国际公共卫生紧急事件。时差视频的微博视频,2020-02-09 01:05,01月30日 23:59,2621445855_IrW8KynSg,,2,,,0,充话费送的Android,2621445855,,https://weibo.com/2621445855/IrW8KynSg
6,风化的咸鱼:冠状病毒下的2020商人在卖口罩发财科研专家在搞数据发文章市民在发朋友圈想喝奶茶人类真的很奇怪,2020-02-09 01:05,01月30日 23:59,1792443937_IrW8K0uAn,,2,,,0,iPhone 11 Pro Max,1792443937,,https://weibo.com/1792443937/IrW8K0uAn
0,东屋的虎_高飞:试看那～冠状病毒咋感染？！哎🐎，太上头了！东屋的虎_高飞的微博视频,2020-02-09 01:05,01月30日 23:59,2310281960_IrW8JoLVi,,1,,,1,iPad客户端,2310281960,,https://weibo.com/2310281960/IrW8JoLVi
0,冉兔子echo:#双黄连可抑制新型冠状病毒#理性购物，把药物留给真正有需要的人,2020-02-09 01:05,01月31日 23:59,2505388443_Is5zwxzG0,http://wx1.sinaimg.cn/wap180/9555319bly1gbg6s33yymj20jg12igoc.jpg,0,,,0,iPhone客户端,2505388443,,https://weibo.com/2505388443/Is5zwxzG0
0,HACHIYM转发了宠物帮萌星球的微博:由于某媒体篡改院士采访原话，改成“猫狗会感染疫情”，造成居民恐慌，今天凌晨天津和苑·国和园小区已有饲主为了避免被感染，将自家狗摔到楼下惨死警方已介入调查。图6-7是今天上海嘉定区上海汽车城附近摔死的五只猫咪。【后续】目前该媒体已将原帖子中的标题修改，但视频中的字幕依然没改。【后续2】该媒体下午已将错误视频删除，同时关闭了评论！【后续3】20：00左右该媒体已将错误帖子彻底删除[加油][组图共9张],2020-02-09 01:05,01月30日 23:59,2242384564_IrW8J8Jbp,http://wx1.sinaimg.cn/wap180/005AgWM7ly1gbeiou5i2kj30ku0uxwjc.jpg,0,,https://weibo.cn/comment/IrRWUjIUK?rl=1#cmtfrm,0,iPhone客户端,2242384564,,https://weibo.com/2242384564/IrW8J8Jbp
3,用门牙削土豆:#双黄连可抑制新型冠状病毒#兄弟姐妹们！！是抑制不是预防，，作为一个药店的员工大半夜的接到十几个饿了么预约单都是双黄连我害怕极了,2020-02-09 01:05,01月31日 23:59,5180778461_Is5zwxwTc,,2,,,0,OPPO超视野全面屏R15,5180778461,,https://weibo.com/5180778461/Is5zwxwTc
0,全微博减肥最勤快的仙女儿:#双黄连可抑制新型冠状病毒#“目前，双黄连口服液已在上海公共卫生临床中心、华中科技大学附属同济医院开展临床研究。”,2020-02-09 01:05,01月31日 23:59,5171350813_Is5zwfU2Y,http://wx3.sinaimg.cn/wap180/005DYsA5ly1gbg6s2rsvjj30dw0a23z0.jpg,0,,,0,荣耀V10 我AI的快,5171350813,,https://weibo.com/5171350813/Is5zwfU2Y
0,不明则评的医生:某疾控中心主任忙着在《新英格兰杂志》上发表论文，认为此次“冠状病毒肺炎”去年12月份就存在人传人的情况......我“愤怒”的是：此次疫情的发生与蔓延与各级疾控中心没有一点责任？难道各级疾控中心平时是“形同虚设”？？只关注后期医疗、不关注预防难道不是“老生常谈”？疾控中心就是监控各种疾病尤其是传染病防治的专门机构，相当于国家安全生产的“安监委”！对于这种不作为的部门，平时高高在上，它的存在着有多大价值呢？,2020-02-09 01:05,01月30日 23:59,6711760494_IrW8IbTn4,,1,,,0,iPhone客户端,6711760494,,https://weibo.com/6711760494/IrW8IbTn4
2,好好走路Walking:好想小陈呀这该死的冠状病毒,2020-02-09 01:05,01月31日 23:59,6505878800_Is5zwfUWw,http://wx4.sinaimg.cn/wap180/0076i0h2ly1gbg6s4fjtcj303002qt8i.jpg,0,,,0,Android,6505878800,,https://weibo.com/6505878800/Is5zwfUWw
0,奶酥芋泥79424转发了秦俊杰的微博:#抗击新型肺炎我们在行动##全民口罩行动#正确戴口罩，保护自己，也是保护别人，一起加油！我们一定能战胜疫情！绿洲[组图共4张],2020-02-09 01:06,01月30日 23:59,7353295913_IrW8Hiy5Y,http://wx1.sinaimg.cn/wap180/6ce96422ly1gbb2u3bmf4j20go0t6ac8.jpg,0,,https://weibo.cn/comment/IrpHM5HvQ?rl=1#cmtfrm,0,小米8周年旗舰手机,7353295913,,https://weibo.com/7353295913/IrW8Hiy5Y
0,爱吃鱼的燕小仔:春节，肉吃多了。导致嘴唇上火，以前总是吃双黄连颗粒降火，这次去药店发现卖完了，只能退而求其次，买了口服液，每天6瓶喝的只剩下2瓶了，今儿热搜发现，这玩意竟然能抑制新型病毒？what?!!哭笑不得，那我能拿什么降火烦躁#双黄连可抑制新型冠状病毒#,2020-02-09 01:06,01月31日 23:59,2128700805_Is5zwfVdL,,0,,,0,HUAWEI P30 Pro,2128700805,,https://weibo.com/2128700805/Is5zwfVdL
1,FFFEily:#双黄连可抑制新型冠状病毒#哪个敢卖假药天打雷劈永世不超生,2020-02-09 01:06,01月31日 23:59,5141862954_Is5zwhHp7,,0,,,0,,5141862954,,https://weibo.com/5141862954/Is5zwhHp7
0,今天话说的有点多啊转发了头条新闻的微博:【专家：新冠病毒感染的肺炎#治愈患者有再感染风险#】国家卫健委新闻发布会上临床督导专家指出，新型冠状病毒感染的肺炎治愈患者有再感染风险，治愈后应加强防护。（央视）#新冠肺炎治愈患者有再感染风险#专家:新冠病毒感染的肺炎治愈患者有再感染风险我们视频拍者的秒拍视频,2020-02-09 01:06,01月31日 23:59,1664924214_Is5zwhK1w,,0,,https://weibo.cn/comment/Is2hzwFUS?rl=1#cmtfrm,0,Weibo.intl,1664924214,,https://weibo.com/1664924214/Is5zwhK1w
0,"洋花小蘑菇转发了新华视点的微博:#新型冠状病毒感染肺炎#【上海药物所、武汉病毒所联合发现中成药双黄连口服液可抑制新型冠状病毒】记者31日从中国科学院上海药物所获悉，该所和武汉病毒所联合研究初步发现，中成药双黄连口服液可抑制新型冠状病毒。此前，上海药物所启动由蒋华良院士牵头的抗新型冠状病毒感染肺炎药物研究应急攻关团队，在前期SARS相关研究和药物发现成果基础上，聚焦针对该病毒的治疗候选新药筛选、评价和老药新用研究。双黄连口服液由金银花、黄芩、连翘三味中药组成。中医认为，这三味中药具有清热解毒、表里双清的作用。现代医学研究认为，双黄连口服液具有广谱抗病毒、抑菌、提高机体免疫功能的作用，是目前有效的广谱抗病毒药物之一。上海药物所长期从事抗病毒药物研究，2003年“非典”期间，上海药物所左建平团队率先证实双黄连口服液具有抗SARS冠状病毒作用,十余年来又陆续证实双黄连口服液对流感病毒（H7N9、H1N1、H5N1）、严重急性呼吸综合征冠状病毒、中东呼吸综合征冠状病毒具有明显的抗病毒效应。目前，双黄连口服液已在上海公共卫生临床中心、华中科技大学附属同济医院开展临床研究。（记者董瑞丰）（完）",2020-02-09 01:06,01月31日 23:59,1627782621_Is5zwi17a,http://wx2.sinaimg.cn/wap180/654b47daly1gbg4nc1injj20fm0fmx6p.jpg,0,,https://weibo.cn/comment/Is55AfFA8?rl=1#cmtfrm,0,iPhone客户端,1627782621,,https://weibo.com/1627782621/Is5zwi17a
0,佛系美少女诗诗:#双黄连可抑制新型冠状病毒#还是老实在家待着好明早可不要去排队抢这个哦近期都是爆发高峰期待在家里等过了这段时间一切都会越来越好的[加油][加油],2020-02-09 01:06,01月31日 23:59,2714812645_Is5zwi18z,http://wx2.sinaimg.cn/wap180/a1d0c0e5gy1gbg6s40u2zj20m80ejgpc.jpg,0,,,0,iPhone 6s,2714812645,,https://weibo.com/2714812645/Is5zwi18z
,,2020-02-09 01:06,,6163573140,,,,,,,,,
,,2020-02-09 01:06,,1583452697,,,,,,,,,
,,2020-02-09 01:06,,1914101557,,,,,,,,,
,,2020-02-09 01:06,,1801499062,,,,,,,,,
0,金金_Frank:我围观了@白衣山猫的回答，该问题价值138.00元，围观仅1元，快来一起围观~<br/>微博问答:山猫老师，新型冠状病毒的特效药和疫苗研制需要的时间很长吗？能从痊愈的病人身上提取抗体来治疗他人吗？,2020-02-09 01:06,01月30日 23:59,6831041906_IrW8Gpaso,,4,,,0,微博问答,6831041906,,https://weibo.com/6831041906/IrW8Gpaso
21,霍小兵:柳叶刀在线发表一项研究显示，首例新型冠状病毒肺炎确诊患者于去年12月1日发病，且无华南海鲜市场暴露史。本研究通讯作者为中日友好医院呼吸与危重症医学科主任曹彬，共同作者包括武汉金银潭医院副院长、主任医师黄朝林，北京地坛医院传染病临床研究中心李兴旺，中国医学科学院病原生物学研究所任丽丽教授，武汉同济医院呼吸科主任赵建平等。研究分析了2019年12月16日至2020年1月2日期间在武汉市入院的首批41例确诊感染新型冠状病毒的病例。结果显示首批41例确诊病例中，27例去过华南海鲜市场，14例没有华南海鲜市场暴露史。最初发病的4例确诊患者中，有3例无华南海鲜市场暴露史。其中，首例确诊患者的发病日期为2019年12月1日，他的家人均未出现发烧或任何呼吸道症状。该患者无华南海鲜市场暴露史，和之后的病例之间也没有发现流行病学联系。武汉卫健委1月5日发布的第三份官方通报中，提及患者最早发病时间为2019年12月12日。1月11日官方通报中将最早发病日期更新为2019年12月8日。,2020-02-09 01:06,01月30日 23:59,1403936721_IrW8G92tc,http://wx2.sinaimg.cn/wap180/53ae5fd1ly1gbf14wxq7bj20fv0anweo.jpg,95,,,116,要言霍众超话,1403936721,,https://weibo.com/1403936721/IrW8G92tc
0,若决积水如转圆石转发了人民日报的微博:【#印度出现首例确诊病例#：系一名在武汉读书的印度学生】环球网消息，据印度快报，印度出现首例新冠病毒感染肺炎确诊病例。印度快报称，该病例是一名在武汉读书的喀拉拉邦学生。[组图共2张],2020-02-09 01:06,01月30日 23:59,5871093138_IrW8G91hH,http://wx3.sinaimg.cn/wap180/a716fd45ly1gbep4f75pwj20go0go78y.jpg,7,,https://weibo.cn/comment/IrTqFrIBt?rl=1#cmtfrm,1,荣耀9 美得有声有色,5871093138,,https://weibo.com/5871093138/IrW8G91hH
0,等梦醒--转发了李永乐老师的微博:【“冠状病毒”是什么？武汉新型肺炎病毒是如何使人生病的？】20世纪初，人们发现了一种比细菌还要小的病原体：病毒。病毒由蛋白质外壳和遗传物质组成，必须寄生在细胞里才能表现出生命特征。病毒可以一次次欺骗细胞，最终将自己的遗传物质送到寄主细胞核里。病毒可以在细胞中潜伏很久，在某个时刻突然爆发，寄主就会死亡。人们已经发现了七种冠状病毒，其中有三种可以引起严重疾病，即SARS、MERS和新型冠状病毒，它们都会引起免疫系统的强烈反应，产生细胞因子风暴，大量的白细胞和组织液充斥肺部，造成呼吸困难和死亡。免疫反应既不能太弱，也不能太强，平衡的免疫力才是最好的免疫力。面对病毒，人们的反应与免疫系统一样，毫不在意或者过分恐慌都是不对的，平静的等一段时间，疫情一定会被消灭。#新型冠状病毒##武汉加油##抗击新型肺炎第一线##科普老师李永乐##教育在行动##延假期不停学#http://t.cn/A6PiaqjO,2020-02-09 01:06,01月30日 23:59,2422738385_IrW8FyzoU,,0,,https://weibo.cn/comment/IrHSyBPRD?rl=1#cmtfrm,0,nova 5z,2422738385,,https://weibo.com/2422738385/IrW8FyzoU
0,心在心上L转发了央美-师锋的微博:#抗击新型肺炎第一线#友情提示：北京市地坛医院，北京第一传染病的专家，她建议大家进出小区一楼大门和使用电梯的按键时，最好带手套或纸巾隔着去按，这里是最大的传染源！非典时期，香港淘大花园正是那个位置传染了整栋楼一百多人。#全国确诊新型肺炎病例#央美-师锋的微博视频,2020-02-09 01:07,01月30日 23:59,3290782833_IrW8EnvIf,,0,,https://weibo.cn/comment/IrVyKFHxb?rl=1#cmtfrm,0,Weibo.intl,3290782833,,https://weibo.com/3290782833/IrW8EnvIf
,,2020-02-09 01:07,,2621445855,,,,,,,,,
2,我也是独立的主儿:有多少夫妻因为长辈吵架现在新型冠状病毒传染越来越厉害了，给长辈普及知识说出厉害，劝他们少去人多的地方，得到的答复是呆家里没意思，我们没打牌，就聊天。怎么沟通我也想明白了，你们爱怎样就怎样，我只要对我自己的女儿负责就好，你们的死活关我什么事，自己不要命让人拦也拦不住。,2020-02-09 01:07,01月30日 23:59,1977896141_IrW8E34gQ,,0,,,0,OPPO智能手机,1977896141,,https://weibo.com/1977896141/IrW8E34gQ
,,2020-02-09 01:07,,1792443937,,,,,,,,,
0,莫永信转发了姆们说的微博:世界卫生组织WHO官方回复：【目前没有证据表明狗猫能传染冠状病毒】希望大家不要恐慌，不要因为谣言而让小动物们遭到遗弃！管理好自家的宠物，不要散养，文明养护！#宠物接触到疫情也需隔离#媛小媛嘛的微博视频,2020-02-09 01:07,01月30日 23:58,2759490131_IrW8DuI2A,,0,,https://weibo.cn/comment/IrVtn5Co7?rl=1#cmtfrm,0,OPPO随光而变R17,2759490131,,https://weibo.com/2759490131/IrW8DuI2A
0,善良并不代表我懦弱转发了姆们说的微博:世界卫生组织WHO官方回复：【目前没有证据表明狗猫能传染冠状病毒】希望大家不要恐慌，不要因为谣言而让小动物们遭到遗弃！管理好自家的宠物，不要散养，文明养护！#宠物接触到疫情也需隔离#媛小媛嘛的微博视频,2020-02-09 01:07,01月30日 23:58,2827099894_IrW8DstMZ,,0,,https://weibo.cn/comment/IrVtn5Co7?rl=1#cmtfrm,0,iPhone客户端,2827099894,,https://weibo.com/2827099894/IrW8DstMZ
,,2020-02-09 01:07,,2310281960,,,,,,,,,
,,2020-02-09 01:07,,5171350813,,,,,,,,,
,,2020-02-09 01:07,,2505388443,,,,,,,,,
,,2020-02-09 01:07,,2242384564,,,,,,,,,
,,2020-02-09 01:07,,5180778461,,,,,,,,,
,,2020-02-09 01:07,,6711760494,,,,,,,,,
,,2020-02-09 01:07,,6505878800,,,,,,,,,
0,"LLLLLJing-:#双黄连可抑制新型冠状病毒#突然想起了双黄连的广告：您勤洗手,您多通风,人多不去凑热闹,多喝水,睡眠足,瓜果菠菜牛奶好...常备三精双黄连,流感季节别感冒！！！感觉就差一副#快板#",2020-02-09 01:07,01月31日 23:59,3366115584_Is5zwi22i,,5,,,0,七七的iPhone 7 Plus,3366115584,,https://weibo.com/3366115584/Is5zwi22i
4,很酷的大盼盼呀:#双黄连可抑制新型冠状病毒##火神山2月3日可收治病人#感觉一切都在往好的方向发展感冒了好久老爸担心半夜又熬起了姜丝可乐希望疫情赶紧好转起来吧🍀🍀🍀🍀🍀🍀,2020-02-09 01:07,01月31日 23:59,5307993437_Is5zwi42k,http://wx1.sinaimg.cn/wap180/005NdNznly1gbg6rh3w6hj31o0280hdt.jpg,5,,,0,iPhone客户端,5307993437,,https://weibo.com/5307993437/Is5zwi42k
0,雨哥咯咯咯转发了医学知识总览的微博:#新型肺炎##中疾控回应何时发现病毒人传人#生物老师在线科普冠状病毒，通俗易懂，你值得了解一下医学知识总览的微博视频,2020-02-09 01:07,01月31日 23:59,5746834942_Is5zwi4tf,,0,,https://weibo.cn/comment/Is4XylMFm?rl=1#cmtfrm,0,三星android智能手机,5746834942,,https://weibo.com/5746834942/Is5zwi4tf
0,艾颖坤:新型冠状病毒肺炎不像想象的那么严重。我们衡量这种疾病的一个重要指标就是病死率。http://t.cn/A6PCPvu5,2020-02-09 01:07,01月31日 23:59,3502899131_Is5zw0lA2,,0,,,0,科普中国,3502899131,,https://weibo.com/3502899131/Is5zw0lA2
0,mimi阳阳:#双黄连可抑制新型冠状病毒#我要明天药店开门去买一波希望还有,2020-02-09 01:07,01月31日 23:59,6157290498_Is5zvmuSo,,0,,,0,OPPO智能手机,6157290498,,https://weibo.com/6157290498/Is5zvmuSo
0,卧槽为啥折磨奇葩的名也会被占:#双黄连可抑制新型冠状病毒#双黄连口服液瞬间秒没了,2020-02-09 01:07,01月31日 23:59,5227406670_Is5zvmvER,,1,,,0,iPhone客户端,5227406670,,https://weibo.com/5227406670/Is5zvmvER
,,2020-02-09 01:07,,5141862954,,,,,,,,,
2,蒸小花甜:#双黄连可抑制新型冠状病毒#作为一名学中药的在这个时候只想为中医中药默默的发一点声我见过许多“中医黑”“反中医”西医与中医的碰撞希望大家不要妖魔化中医这次也不要神化中医一切都以科学的研究和数据为佐证甚至学中医中药的要比西医西药付出更多的时间与努力还有古话说得好是药三分毒服药还是要谨遵医嘱,2020-02-09 01:07,01月31日 23:59,2827319450_Is5zvmwTa,,28,,,0,Weibo.intl,2827319450,,https://weibo.com/2827319450/Is5zvmwTa
0,陈塘关第一帅李靖:#双黄连可抑制新型冠状病毒#关于双黄连可以抑制病毒1.没被感染你吃了也没有用2.一旦被感染，还没等你吃，就被带走了3.所以你们急着囤货干什么呢？,2020-02-09 01:07,01月31日 23:59,3622297017_Is5zvmxbT,,1,,,0,李某人的iPhone 11 Pro Max(金色),3622297017,,https://weibo.com/3622297017/Is5zvmxbT
0,金德猪:#双黄连可抑制新型冠状病毒#秒断货,2020-02-09 01:07,01月31日 23:59,5326230796_Is5zvmxs7,,1,,,0,iPhone客户端,5326230796,,https://weibo.com/5326230796/Is5zvmxs7
0,山有木兮Today:#双黄连可抑制新型冠状病毒#完了，断货预警。明天一大早起来去药店看看！,2020-02-09 01:07,01月31日 23:59,6382170988_Is5zvojgs,,0,,,0,vivo智能手机,6382170988,,https://weibo.com/6382170988/Is5zvojgs
,,2020-02-09 01:07,,2128700805,,,,,,,,,
,,2020-02-09 01:07,,7353295913,,,,,,,,,
,,2020-02-09 01:07,,2714812645,,,,,,,,,
,,2020-02-09 01:08,,1627782621,,,,,,,,,
,,2020-02-09 01:08,,1664924214,,,,,,,,,
0,qzuser049372001转发了李永乐老师的微博:【“冠状病毒”是什么？武汉新型肺炎病毒是如何使人生病的？】20世纪初，人们发现了一种比细菌还要小的病原体：病毒。病毒由蛋白质外壳和遗传物质组成，必须寄生在细胞里才能表现出生命特征。病毒可以一次次欺骗细胞，最终将自己的遗传物质送到寄主细胞核里。病毒可以在细胞中潜伏很久，在某个时刻突然爆发，寄主就会死亡。人们已经发现了七种冠状病毒，其中有三种可以引起严重疾病，即SARS、MERS和新型冠状病毒，它们都会引起免疫系统的强烈反应，产生细胞因子风暴，大量的白细胞和组织液充斥肺部，造成呼吸困难和死亡。免疫反应既不能太弱，也不能太强，平衡的免疫力才是最好的免疫力。面对病毒，人们的反应与免疫系统一样，毫不在意或者过分恐慌都是不对的，平静的等一段时间，疫情一定会被消灭。#新型冠状病毒##武汉加油##抗击新型肺炎第一线##科普老师李永乐##教育在行动##延假期不停学#http://t.cn/A6PiaqjO,2020-02-09 01:08,01月30日 23:58,6404505325_IrW8Cz5rB,,0,,https://weibo.cn/comment/IrHSyBPRD?rl=1#cmtfrm,0,HUAWEI Mate 30,6404505325,,https://weibo.com/6404505325/IrW8Cz5rB
0,专注于搬砖的猪转发了百姓话题的微博:还坚持不戴口罩的可以让他看看这个视频！！#重庆首例确诊病例治愈出院##西藏新增1例疑似病例##湖北新增840例新型肺炎#百姓话题的微博视频,2020-02-09 01:08,01月30日 23:58,2251900145_IrW8CkHNn,,0,,https://weibo.cn/comment/Irc5Jjrpu?rl=1#cmtfrm,0,魅族 PRO 6 Plus,2251900145,,https://weibo.com/2251900145/IrW8CkHNn
0,冬天还没来转发了厦门医学院临床系团总支的微博:随着防控形势严峻升级，我校附属二院目前各类防护物资严重匮乏。为确保疫情防控救治工作的有序推进，请社会各界关注#厦门医学院[超话]#厦门医学院附属第二医院急需以下物资📢,2020-02-09 01:08,01月30日 23:58,3721704164_IrW8Chp75,http://wx4.sinaimg.cn/wap180/007bk0bvly1gberudptymj30m81jk486.jpg,1,,https://weibo.cn/comment/IrU2QlpCJ?rl=1#cmtfrm,0,nova4自拍极点全面屏,3721704164,,https://weibo.com/3721704164/IrW8Chp75
5,西狩堂主人奇光:雖然這樣說不恰當，但新型冠狀病毒事件發展至今，無論是事件發展還是社會現象，奇詭怪誕之處，足以湊一齣新編戲了。,2020-02-09 01:08,01月30日 23:58,3702733794_IrW8zEArx,,6,,,0,Android客户端,3702733794,,https://weibo.com/3702733794/IrW8zEArx
0,梨木Limu-:庚子年正月初六，武汉肺炎第n天，休假呆在家第n天[微風]，2020真的不一样的开年，没有以往的气氛，充斥着新冠状病毒气氛，低气压随处飘～3月就要好啦，答应我！！2020冲啊！！[太陽],2020-02-09 01:08,01月30日 23:58,1773412883_IrW8zmUD6,,0,,,0,iPhone客户端,1773412883,,https://weibo.com/1773412883/IrW8zmUD6
1,我叫刘十三_:冠状病毒肺感染，影像上面找特点：早期多发斑片状，病灶大多都靠边。多灶融合呈大片，磨玻璃样模糊边，间质增厚网纹状，胸腔积液不多见。或可发展呈实变，双肺多发现大片，变化较快含气少，可见透亮支气管。流行病史涉武汉，发热乏力干咳现，血相偏低淋巴少，综合分析少误判！http://t.cn/A6Poqa0G,2020-02-09 01:08,01月30日 23:58,2419458757_IrW8zmTqa,,0,,,0,iPhone客户端,2419458757,,https://weibo.com/2419458757/IrW8zmTqa
0,奶酥芋泥79424转发了秦俊杰的微博:#抗击新型肺炎我们在行动##全民口罩行动#正确戴口罩，保护自己，也是保护别人，一起加油！我们一定能战胜疫情！绿洲[组图共4张],2020-02-09 01:08,01月30日 23:58,7353295913_IrW8z3vLb,http://wx1.sinaimg.cn/wap180/6ce96422ly1gbb2u3bmf4j20go0t6ac8.jpg,0,,https://weibo.cn/comment/IrpHM5HvQ?rl=1#cmtfrm,0,小米8周年旗舰手机,7353295913,,https://weibo.com/7353295913/IrW8z3vLb
0,钟介福八珍糕大掌柜:#健康养生[超话]#艾灸被写入新型冠状病毒防护看看灸哪里☞神阙关元气海中脘足三里可见脾胃的重要性，脾胃好，免疫力好重庆显示地图,2020-02-09 01:08,01月30日 23:58,5155408422_IrW8yrPxG,http://wx1.sinaimg.cn/wap180/005CTzeKly1gbf14kpx02j30u0165juk.jpg,0,#健康养生[超话]#,,0,健康养生超话,5155408422,,https://weibo.com/5155408422/IrW8yrPxG
0,白冰子祝李冰冰227生日快乐转发了杭州电视台综合频道的微博:#李兰娟院士再谈新型冠状病毒#【目前病源判定来自野生动物，但尚未找到具体源头】家养的宠物不会携带新型冠状病毒，目前病源判定来自野生动物，但尚未找到具体源头。除武汉以外的其他地区都是输入性病例，所以目前来看这里的动物还不存在传染源。杭州电视台综合频道的微博视频,2020-02-09 01:08,01月30日 23:58,1194900234_IrW8ya83j,,0,,https://weibo.cn/comment/IqQVit02R?rl=1#cmtfrm,0,vivo智能手机,1194900234,,https://weibo.com/1194900234/IrW8ya83j
,,2020-02-09 01:08,,1977896141,,,,,,,,,
,,2020-02-09 01:08,,2827099894,,,,,,,,,
,,2020-02-09 01:08,,2759490131,,,,,,,,,
,,2020-02-09 01:08,,2422738385,,,,,,,,,
,,2020-02-09 01:08,,3290782833,,,,,,,,,
,,2020-02-09 01:08,,6831041906,,,,,,,,,
,,2020-02-09 01:09,,5227406670,,,,,,,,,
,,2020-02-09 01:09,,3502899131,,,,,,,,,
,,2020-02-09 01:09,,3366115584,,,,,,,,,
,,2020-02-09 01:09,,6157290498,,,,,,,,,
,,2020-02-09 01:09,,3622297017,,,,,,,,,
,,2020-02-09 01:09,,2827319450,,,,,,,,,
,,2020-02-09 01:09,,6382170988,,,,,,,,,
,,2020-02-09 01:09,,5326230796,,,,,,,,,
,,2020-02-09 01:09,,5746834942,,,,,,,,,
,,2020-02-09 01:09,,5307993437,,,,,,,,,
,,2020-02-09 01:09,,5155408422,,,,,,,,,
,,2020-02-09 01:09,,1194900234,,,,,,,,,
,,2020-02-09 01:09,,1773412883,,,,,,,,,
,,2020-02-09 01:09,,2419458757,,,,,,,,,
,,2020-02-09 01:09,,3721704164,,,,,,,,,
,,2020-02-09 01:09,,3702733794,,,,,,,,,
,,2020-02-09 01:09,,6404505325,,,,,,,,,
,,2020-02-09 01:09,,2251900145,,,,,,,,,
,,2020-02-09 01:09,,5871093138,,,,,,,,,
,,2020-02-09 01:09,,1403936721,,,,,,,,,
0,id_skyline转发了投行泰山的微博:转一张EXCEL时间表,2020-02-09 01:09,01月30日 23:58,1883624173_IrW8xwQOG,http://wx3.sinaimg.cn/wap180/6e876a26gy1gbf030uikij20u01hcn1s.jpg,0,,https://weibo.cn/comment/IrVTVzU80?rl=1#cmtfrm,0,Weibo.intl,1883624173,,https://weibo.com/1883624173/IrW8xwQOG
0,旅途半日车中过转发了宠物帮萌星球的微博:由于某媒体篡改院士采访原话，改成“猫狗会感染疫情”，造成居民恐慌，今天凌晨天津和苑·国和园小区已有饲主为了避免被感染，将自家狗摔到楼下惨死警方已介入调查。图6-7是今天上海嘉定区上海汽车城附近摔死的五只猫咪。【后续】目前该媒体已将原帖子中的标题修改，但视频中的字幕依然没改。【后续2】该媒体下午已将错误视频删除，同时关闭了评论！【后续3】20：00左右该媒体已将错误帖子彻底删除[加油][组图共9张],2020-02-09 01:09,01月30日 23:58,1883296244_IrW8woq3g,http://wx1.sinaimg.cn/wap180/005AgWM7ly1gbeiou5i2kj30ku0uxwjc.jpg,0,,https://weibo.cn/comment/IrRWUjIUK?rl=1#cmtfrm,0,HUAWEI P20,1883296244,,https://weibo.com/1883296244/IrW8woq3g
